602158,금호타이어 '미래 특장차산업 박람회' 참가…트럭·버스용 타이어 기술력 선보여,김성태 기자,2023.05.24 12:18:17,"금호타이어 CI. ⓒ 프라임경제[프라임경제] 금호타이어(대표 정일택)가 24일 전라북도 김제시 백구 산업단지내에서 개최되는 '제1회 미래 특장차산업 박람회'에 참가해 트럭·버스용 타이어(TBR) 기술력을 선보인다.미래 특장차산업 박람회는 도내 기업에서 제작된 특장차, 자율주행차, 특장농기계 등을 체험하고 시승투어를 즐길 수 행사로 특장차 인증시설 및 시험장비 관람을 할 수 있다.또한 특장차산업 발전 정책 세미나에서는 특장차산업 안정적 인력수급 방안과 안전기술 구축 방안 등에 대한 다양한 주제로 토론이 이루어질 예정이다.이번 박람회에서 금호타이어는 마일리지 및 내구성이 향상된 프리미엄 트럭·버스용 제품 △KRA60 △KXA11 △KXS10 △KXD10+ △KRT03을 전시한다.해당 제품 모두 용도에 따라 형상, 구조, 재료 등을 최적화했으며 내구성을 강화하고 마일리지, 회전저항 등의 성능을 높였다.특히 KXA11은 유럽 겨울용 타이어 필수 인증 마크인 '3PMSF(3 Peak Mountain Snowflake)' 및 'M+S(Mud+Snow)' 인증을 획득해 진흙이나 눈길 등 다양한 겨울철 드라이빙 환경에서 뛰어난 주행 성능을 발휘한다.임병석 금호타이어 한국영업담당 상무는 ""금호타이어의 최신 TBR기술력을 소개하기 위해 이번 박람회에 참가하게 됐다""라며, ""앞으로 다양한 세일즈 프로그램을 통해 신규 고객과의 접점을 확대할 계획""이라고 말했다.한편 금호타이어는 타이어와 관련된 점검과 기초 경정비 등 원스톱 서비스를 제공하는 트럭·버스 전문 매장 KTS를 통해 상용차 고객에게 최상의 서비스를 제공하고 있다.또한 올해 1분기 역대급 영업이익 흑자를 기록하고 올해 창사 이래 최대 매출액 4조 2700억원 목표를 수립하는 등 도전적인 행보에 관심이 집중되고 있다."
579943,광주은행 비대면 전용 '모임서비스' & '모임적금' 출시,김성태 기자,2022.09.20 14:02:55,"ⓒ 광주은행[프라임경제] 광주은행(은행장 송종욱)은 스마트뱅킹(APP)으로 간편하게 관리하고, 가입할 수 있는 '모임서비스'와 '모임적금'을 출시했다고 밝혔다.'모임서비스'는 스마트뱅킹을 이용해 모임주의 입출금계좌에 신청한다. 모임 개설 후 모임원을 초대하여 모임 구성원들과 함께 계좌 조회 및 회비 관리 내역을 확인할 수 있으며, 회비 요청 알림 보내기와 회비 입금자명 수정 등의 기능을 통해 안전하고, 편리하게 모임자금을 관리할 수 있도록 돕는다.특히 '모임라운지' 메뉴에서는 모임 현황 및 일정 등을 한눈에 확인할 수 있는 화면을 제공해 모임 활동 관리에도 편리함을 제공한다.'모임서비스'는 광주은행 계좌가 없더라도 광주은행 스마트뱅킹에 가입만 하면 간편하게 모임원으로 참여할 수 있다.'모임적금'은 입출금계좌에만 신청 가능했던 '모임서비스'를 적금 계좌에도 신청할 수 있게 한 모임 특화상품으로, 적금 신규 시 '모임서비스'를 함께 가입하면 회비 조회 및 관리와 '모임라운지' 서비스까지 이용 가능하다.1인당 3계좌까지 1년제로 가입할 수 있으며, 월 1만원 이상 500만원 이내에서 적립 가능하다. 급하게 모임경비 등이 필요한 경우 중도해지 하지 않고, 일부해지 기능을 이용할 수 있다.'모임적금'은 기본금리 연 3%에 이벤트 우대금리 연 0.2%p 적용 시 최고 연 3.2%의 금리를 받을 수 있다. 2023년 7월31일까지 출시기념 이벤트를 진행해 △이벤트 기간 내 이 상품에 가입하고, △만기일 전전월말 기준 모임서비스 이용 및 모임원 1명 이상인 경우 연 0.2%p의 우대금리를 제공한다.'모임적금'의 가장 큰 장점은 기존 모임 서비스들이 대부분 입출금계좌 위주로 서비스를 제공하는 것과 달리 적금계좌에 '모임서비스'를 적용함으로써 모임 관리 및 목돈 마련의 니즈를 충족한다는 점이다. 또한 은행 방문 없이 스마트뱅킹을 이용해 비대면으로 가입할 수 있어서 고객의 가입 편의성을 높였다.광주은행 김훈 디지털전략부장은 ""디지털 혁신으로 급변하는 금융환경에 발맞춰 고객의 라이프스타일과 금융트렌드를 반영한 다양한 상품 및 서비스 개발에 최선을 다하겠다""고 말했다."
605179,JB금융그룹 창립 10주년…'강소금융그룹' 도약,김성태 기자,2023.06.28 10:59:43,"ⓒ 광주은행[프라임경제] JB금융그룹(회장 김기홍)은 오는 7월 1일 창립 10주년을 맞는다.JB금융그룹은 지난 24일 무주 태권도원에서 '10년의 동행, 새로운 도약'을 슬로건으로 창립 10주년 기념식을 개최했다고 28일 밝혔다.기념식에는 김기홍 JB금융그룹 회장, 고병일 광주은행장, 백종일 전북은행장, 박춘원 JB우리캐피탈 대표, 최원철 JB자산운용 대표, 이구욱 JB인베스트먼트 대표를 비롯해 임직원 3500여명이 참석했다.이번 기념식은 JB금융그룹의 10년간 발자취를 돌아보고 작지만 젊고 강한 ‘강소금융그룹’으로 나아가자는 의미로 진행됐다. 행사는 10주년 비전 영상 시청, 김기홍 JB금융그룹 회장 축사, 그룹 봉사단 창단식, 축하공연, 임직원 합창 의 순으로 이뤄졌다.지난 2013년 6월 19일 금융위원회로부터 지주회사 설립 본인가를 받은 JB금융지주는 지난 10년 동안 괄목할만한 성장을 이어 왔다. 출범 당시 2개의 계열사로 시작한 JB금융그룹은 현재 지주 포함 10개사를 거느린 종합금융그룹으로 성장했다.행사장에는 JB금융그룹의 10주년 엠블럼과 슬로건으로 디자인된 포토존이 설치돼, JB금융그룹의 10년 역사를 기념했다.◆ 금융지주 산하 5개 자회사 및 4개 손자회사 보유JB금융그룹은 2013년 7월 서남권 최초의 금융지주사로 출범했다. 지주 출범 이후 손자회사였던 JB우리캐피탈을 자회사로 편입했으며, 2014년 3월 더커자산운용(현 JB자산운용) 인수에 이어 같은해 10월 광주은행을 자회사로 인수했다.JB금융그룹은 지난해 JB인베스트먼트를 한 식구로 만들면서 광주은행, 전북은행, JB우리캐피탈, JB자산운용, JB인베스트먼트 등 5개의 자회사를 거느리게 됐다.글로벌 사업에서도 의미 있는 성장세를 이어왔다. 2016년 캄보디아 상업은행인 ‘프놈펜상업은행(PPCBank)’ 인수를 필두로 JB우리캐피탈 미얀마 현지법인 'JB캐피탈 미얀마'를 설립했다.2019년말에는 글로벌 투자은행(IB) 모건스탠리가 소유한 베트남 증권사를 인수, JB증권 베트남(JB Securities Vietnam, JBSV)을 출범시켰으며, 2021년에는 캄보디아에 자산운용사 'JB PPAM'을 신설하는 등 지방 금융그룹 중 가장 먼저 해외에서 은행·증권·캐피탈 등을 아우르는 종합 금융 체제를 갖췄다.◆ 수익성 중심의 '내실경영' 성과, 업종 최고 수준 수익성 달성출범 첫해 16조1861억원 수준이던 그룹 총자산은 올해 1분기 60조를 돌파, 3.7배 증가 하였다. 지난해 연간 당기순이익은 지배지분 기준 사상 최대치인 6010억원을 기록, 출범 첫해 271억원 대비 22.2배 이상 급증하였다.보통주자본(CET1) 비율은 2019년 말 최초로 금융감독원 권고 수준인 9.5%를 넘어선 이래 2020년 10.05%, 2021년 10.30%, 2022년 11.39%를 기록한 데 이어 올해 3월에는 12.32%를 달성했다.수익성 지표는 업계 최고 수준이다. 주요 경영 지표인 자기자본이익률(ROE)은 지난해 13.88%, 총자산이익률(ROA)은 1.05% 로 출범 초기 각각 6.44%, 0.39% 였던 자기자본이익률(ROE)과 총자산이익률(ROA)은 2배 이상 성장. 경영했다효율성 지표인 영업이익경비율(CIR)도 2018년 52.3%에서 수익 확대와 지속적인 비용 관리 노력을 통해 지난해 37.9%로 역대 최저 수준을 달성했다.총주주환원율은 매년 지속적으로 증가한 결과 지난해 27%로 2018년 14.5% 대비 약 2배 가까이 증가했다.◆ 안정적인 성장 기반 마련, 작지만 수익성 가장 높은 '강소금융그룹' 도약2019년 취임한 김기홍 회장은 작지만 젊고 강한 '강소금융그룹' 이라는 그룹 비전 아래 수익성 중심의 질적성장과 선제적 리스크관리에 역점을 두고 그룹의 시장가치를 업계 최상위 수준으로 견인하는데 경영목표를 두고 있다.김기홍 회장은 ""대내외 경제 여건이 불확실한 상황이지만, 철저한 리스크 관리를 기반으로 안정적인 성장과 수익성 중심의 내실 경영 및 계열사 간 시너지 확대를 통해 그룹의 성장세를 이어나갈 계획""이라며 ""△수익성 중심의 질적 성장 △디지털 부문 경쟁력 제고 △사업다각화를 통한 미래성장 동력 확보 △투명 경영과 상호존중 기업문화 강화에 힘을 실을 것""이라고 밝혔다."
588966,광주 AI 영재고 설립…민선8기 철저한 준비 통했다,김성태 기자,2022.12.27 16:50:35,"강기정 광주광역시장이 26일 오후 시청 브리핑룸에서 2023년 국비 예산 확보 성과 등을 설명하고 있다. ⓒ 광주광역시[프라임경제] 인공지능(AI)선도도시로의 도약을 꿈꾸고 있는 광주에 인공지능 인재양성을 위한 성장사다리가 구축됐다.26일 광주시에 따르면 최근 국회에서 확정한 내년도 정부 예산에 '광주 과학기술원(GIST) 부설 인공지능 영재고 설립' 기획 용역비 10억원이 반영됐다.대통령 지역 공약이기도 한 이 사업은 지난 9월 윤석열 대통령이 광주에서 주재한 제8차 비상경제민생회의에서 구체화된 것으로 알려졌지만, 광주시의 계획은 이에 앞서 있었다.민선8기 광주시는 이에 앞선 지난 6월 '새로운 광주를 담은 첫 번째 보고서'에는 AI 영재고 설립을 구체화하고 있다.강기정 시장과 인수위는 민선8기를 준비하며 'AI 집적단지 고도화 추진'을 위해 △기업지원중심 초거대 AI 구축운영 △AI데이터 사업 역량 강화를 골자로 한 계획을 세웠다.보고서는 AI 영재고 설립을 언급하며 'AI 특화 조기 영재교육을 통해 차세대 기술 선점을 위한 인재양성 및 AI집적단지 2단계 사업과 연계한 인재양성 성장 사다리를 완성한다'는 계획을 구체화 했다.또, 대통령 지역공약 임을 언급하며 '중앙부처와 협의를 통해 추진 방안을 최종 확정한다'고 설명하고 있으며 '2022년 정부와 방향 및 대응을 추진한다'고 밝히고 있다.광주시에 따르면 AI 영재고 학생수는 약 50명 수준으로 광주과학기술원(GIST) 부설 설립을 추진하고 있으며, 전액 국가 예산이 투입되는 국립 학교 설립을 최우선으로 추진한다는 계획인 것으로 알려졌다.영재고 설립을 위한 기획비 10억원은 예산 심사 막바지까지 반영 여부가 불투명했다가 막판에 포함된 것으로 전해졌다.강기정 시장을 비롯한 간부들이 국회 의장·예결위원장·예결위원과 여야 원내대표 등을 수시로 면담하고, 지역 국회의원뿐만 아니라 여야 주요 당직자들과 정책간담회·예산정책협의회 등 전방위적인 소통과 설득을 통해 정부 예산안에서 제외됐던 주요 사업들이 국회 예산 심의에서 살아났다.이에 앞서 강 시장은 지난 9월28일 윤석열 대통령이 주재하고 관계부처 장관 등이 참석한 김대중컨벤션센터 '제8차 비상경제민생회의'에서 'AI 우수인재 조기 발굴 및 육성을 위한 AI영재고 설립'을 제안했다.이에 윤 대통령은 강 시장의 요구에 대해 화답하며 지원을 약속한 바 있다.또, 광주시는 지난달 29일 제1회 광주전략회의를 열고 시의회 의장, 시교육감, 국회의원, 민간 전문가들과 '인공지능 영재학교 유치와 설립' 추진을 협력하기로 했다.광주시 관계자는 ""인공지능 선도도시로의 도약과 완성을 위해서는 지역 내 AI인재 양성을 위한 교육기관 설립이 필수적이다""며 ""광주 인공지능 영재고 설립은 국가 인공지능집적단지 고도화 추진과 성과의 마중물이 될 것이다""라고 말했다.강기정 시장은 ""내년도 국비 확보는 내일이 빛나는 기회도시로 발돋움 하기 위한 발판을 마련한 것""이라며 ""2023년 광주는 내일을 주도하는 신경제도시, 재미와 활력이 넘치는 도시, 따뜻하고 촘촘한 돌봄도시, 언제 어디서나 안심도시, 모두가 성장하는 교육도시 등 새로운 광주로의 도약을 시작하는 시기""라고 말했다."
592894,대구 아파트 입주 전망지수 4개월 연속 상승,김강석 기자,2023.02.13 13:42:06,"대구지역 아파트 단지. ⓒ 프라임경제[프라임경제] 대구지역의 아파트 입주 전망지수가 4개월 연속 상승세를 지속했다.13일 주택산업연구원이 조사한 2월 대구지역의 아파트 입주전망지수에 따르면 60.0으로 전달 56.5 대비 3.5p 상승했다.이는 전국 평균 지수인 72.1은 물론 전국에서 충남(58.8)에 이어 2번째로 낮은 수치다.하지만 지난해 6월 이후 9개월 만에 지수 60선을 회복한 것은 물론 4개월 연속 상승 기조를 유지했다.같은 기간 경북지역의 아파트 입주 전망지수도 66.6을 기록해 전달 57.1 대비 9.5p 상승했다.한편 지난 1월 대구·부산·경상권 아파트 입주율은 64.9로 4.0p 하락했다.주택산업연구원은 ""1.3 부동산 규제 완화 대책 발표에 따른 주택시장 안정 기대감으로 전국적으로 아파트 입주전망지수가 상승했다""며 ""최근 주택담보대출 금리 하락과 적극적인 규제 완화 등의 영향으로 입주율이 점차 개선될 것으로 보인다""고 밝혔다."
573853,[행복도시 함안] 하반기 농어촌진흥기금 융자 지원,강경우 기자,2022.07.18 14:02:51,"[프라임경제] 함안군이 코로나19로 어려움을 겪고 있는 농업인들의 경영 개선과 경쟁력 강화를 위해 농어촌진흥기금 5억6600만원을 융자 지원한다.함안군청. ⓒ 프라임경제농어촌진흥기금은 하반기는 농자재 구매비, 시설·장비 임차료, 유통·가공·판매 등에 필요한 운영자금만 지원하며 사업비의 70%까지 지원한다.지원대상은 함안군에 거주하는 농업인과 주된 사무소를 둔 농업관련 법인·생산자 단체이며, 융자 금리는 연1%로 주소지 읍·면사무소에서 신청하면 된다.융자기간은 1년 거치 3년 균분상환 조건이며, 지원한도는 개인 3000만원, 법인 5000만원이고 최종 선정된 농업인은 9월1일부터 농협 함안군지부에서 융자신청 하면 된다.농업기술센터 박진석 소장은 ""사업대상자로 선정돼도 개인의 신용·담보능력에 따라 융자가 되지 않는 경우가 있다. 신청 전 본인의 융 자 가능 액수를 반드시 확인해야 한다""며 ""이번 융자지원이 코로나19 등으로 어려움을 겪고 있는 농업인에게 조금이나마 도움이 되길 바란다""고 말했다."
586037,"""광주시 GGM 지분 매각으로 경쟁력 강화방안 마련해야""",김성태 기자,2022.11.24 16:00:23,"‘지역균형 발전 방안’ 마련을 위한 정책토론회가 24일 518교육관에서 열렸다. ⓒ 민생당[프라임경제] 광주시가 사실상 1대주주로 참여하면서 많은 논란이 이어지고 있는 GGM과 관련해서 민간기업에 매각하기 위한 두 가지 방안이 제시됐다.박대우 민생당 광주시당 위원장은 24일 오후 518교육관에서 열린 혁신과미래연구원(이사장 김정기, 이관승)주최 정책토론회에서 ""GGM을 튼튼한 민간기업으로 전환해야 하고 이를 위한 두 가지 방안에 대해 광주시가 적극적으로 나서야 한다""고 주장했다.박대우 위원장은 이날 토론회에서 ""공익을 우선하는 행정기관이 자동차 조립공장을 운영하는 것은 민간기업 특유의 순발력과 과감한 투자를 기대할 수 없으며 특히 4년마다 선거를 통해 시장을 선출하는 정치적 변수 등 많은 한계를 지니고 있다""고 덧붙였다.박 위원장은 ""지난 9월15일 현대자동차가 울산광역시에 2조원이 넘는 투자와 함께 연간 15만대의 전기차를 생산하는 새로운 공장을 건립하겠다고 발표한 것은 사실상 글로벌 전기차 생산의 거점도시로 울산을 확정한 것이며, GGM이 2024년부터 캐스퍼 전기차를 생산하겠다는 것은 현대차의 새로운 차종, 경쟁력 있는 전기차 생산계약을 기대했던 광주시민의 실망과 분노를 의식한 미봉책에 불과하다""고 평가절하 했다.이와 함께 ""소형SUV 차종인 캐스퍼는 전기차로 전환한다고 해도 배터리 규격의 한계로 인한 주행거리, 가격상승 등으로 경쟁력을 갖기 어렵고 급격한 금리인상으로 캐스퍼 판매량의 67%를 차지했던 20~40대의 구매력도 낮아질 수밖에 없다""고 지적했다.이미 3500억원에 달하는 부채를 안고 있는 GGM이 전기차 생산라인 구축에 들어가는 자금조달과 이자부담도 해결해야 할 과제이지만 전기차 전환으로 기존 부품업체의 60%에 달할 것으로 예상되는 폐업과 일자리 감소는 지역경제에 커다란 부담이 될 것으로 예상했다.동종 업계 절반의 월급을 받는 GGM의 낮은 임금은 근로자가 기술 습득 후에 다른 자동차 기업으로 이직하는 요인으로 작용할 것이며, 사측 입장에서는 임금 협상력을 높이기 위한 지렛대로 활용될 수 있다는 주장도 나오고 있다며 부족한 부분을 광주시가 시민의 세금으로 지원해준다면 앞으로 어떤 기업이 광주에 높은 임금을 주는 공장을 세우겠느냐고 반문했다.박 위원장은 ""광주시가 지금이라도 시장의 기본 원리에 따라 GGM을 튼튼한 민간기업에 매각하고 행정적 지원에만 전념해야 한다""며 두 가지 방안을 제시했다.첫 번째 안은 광주시의 지분 21%를 기아자동차 모닝과 레이를 위탁생산하고 있는 동희오토에 매각하는 것으로 박광태 GGM대표의 설명처럼 GGM 역시 사실상 현대자동차가 경영과 관리를 맡고 있는 상황이기에 광주시와 현대자동차의 결정으로 충분히 가능하다는 것이다. 이로 인해 동희오토는 인력과 부품 공급 등에서 시너지를 기대할 수 있다고 분석했다.두 번째 안은 현대자동차가 갖고 있는 19% 지분을 매각하는 것으로 미래의 자동차 산업은 부품기능의 집적화를 통한 모듈형태로 변화하고 새로운 시장이 형성되면 경계를 넘어 다양한 기업들이 자동차 산업에 진입하게 되고 기존 자동차 업체의 생산라인을 보완하는 수요도 생겨날 것으로 예상하면서, 현대자동차가 일정 기간 동안 연 3만대 이상의 생산계약을 보장하고 GGM에게 별도의 영업으로 다른 기업과도 생산계약을 체결할 수 있는 권리가 주어진다면 머지않아 자체적인 경쟁력을 확보할 수 있을 것으로 전망했다.박대우 위원장은 GGM은 광주만의 문제가 아니라며 정치가 행정과 기업을 좌우할 수 있다는 지극히 위험한 발상에서 시작한 후진적인 정치의 권한남용 사례이기에 광주가 '정치의 도시에서 경제 도시로' 변화하는 계기로 삼아야 한다고 덧붙였다."
541111,'영천와인' 브랜드 리뉴얼 통해 새로운 도약,김진호 기자,2021.04.19 18:24:08,"영천와인 리뉴얼. ⓒ 영천시[프라임경제] 경북 영천시(시장 최기문)는 지역의 대표적 특성화 품목인 와인산업의 공동  브랜드를 리뉴얼하고 브랜드 로고와 슬로건을 새롭게 선보인다고 19일 밝혔다.이로써 2011년부터 사용해왔던 관련 공동 브랜드 '씨엘(Ciel)'은 10년 만에 지역특성이 좀 더 직관적으로 반영된 명칭인 '영천와인'으로 개편된다.영천와인은 이번 리뉴얼로 '청정, 건강, 기쁨을 채우다'라는 슬로건을 마케팅 키워드로 삼고 '청정 자연기반에서 건강한 방식으로 생산하는 먹거리인 영천와인으로 소비자의 기쁨을 채운다'는 브랜드 정체성을 내재화 하는 한편 그 가치를 소비자와 공감하는 글로컬 브랜드로 발전시키고자 하는 의지를 보였다.이번 영천와인의 심벌 로고는 와인을 의미하는 빨간색 물방울을 중심으로 청정한 영천의 자연, 와인메이커의 정성과 손길을 거쳐 생산되는 건강한 먹거리인 영천와인을 의미하는 붉은 원들이 주변을 감싸고 있다.영문로고에도 와인방울이 맺힌 듯한 디자인을 적용하여 심미성과 시인성을 높여 영천와인 브랜드 콘셉트와 정체성을 강화했다. 영천와인의 로고와 슬로건은 각종 SNS, 홈페이지 등 온라인 채널에 우선 적용하고 홍보물, 인테리어 및 와인관련 상품 등으로 확대해 나갈 계획이다.최기문 영천시장은 ""이번 BI리뉴얼은 국내 와인생산량 1위 브랜드 영천와인의 정체성을 재정립해 고객에게 정서적 공감대를 형성해 품질에 대한 올바른 원칙을 가진 와인메이커가 만든 영천와인의 이미지를 강화하기 위해 진행됐다""며 ""코로나19로 인해 변화된 홈술, 혼술과 같은 새로운 주류문화를 겨냥하여 지속적인 상품력 강화와 새로운 시도를 통해 성장하는 로컬 브랜드로 거듭날 것""이라고 말했다."
556683,"광주은행, 겨울쉼터 전영업점 운영…고객들 호평",김성태 기자,2021.11.25 16:12:31,"ⓒ 광주은행[프라임경제] 광주은행(은행장 송종욱)은 겨울 한파에 대비하기 위한 한겨울쉼터를 오는 2022년 2월25일까지 광주·전남·수도권 지역의 143개 전영업점에서 운영한다고 밝혔다.지난 2018년부터 매년 운영돼 온 광주은행 한겨울쉼터는 한파 및 폭설에 따른 찬바람을 피할 수 있는 공간으로, 고객 및 지역민의 안전하고 건강한 겨울나기에 안식처 역할을 톡톡히 하고 있다.광주은행 한겨울쉼터는 영업점 운영시간 내에 누구나 이용가능하며, 코로나19 방역지침을 철저히 준수해 운영될 계획이다. 또한 겨울철 필수품인 휴대용 핫팩과 식약처에서 허가받은 KF94 마스크가 무료로 제공된다.박기원 광주은행 영업기획부장은 ""지역민의 건강한 겨울나기를 위해 개방하는 광주은행 한겨울쉼터가 내점 고객 및 지역민에게 잠시나마 추위를 피할 수 있는 따뜻한 쉼터가 되길 바라고, 코로나19 방역에 만전을 기해 고객의 건강과 안전 지킴에 최선을 다하겠다""고 말했다."
567273,"광주은행, 5·18 공익통장 '넋이' 수익금 2000만원 기부",김성태 기자,2022.05.10 12:07:08,"송종욱 광주은행장과 정동년 5·18기념재단 이사장이 5·18 공익통장 '넋이 예·적금'의 판매 수익금 2000만원을 기부하는 전달식을 가졌다. ⓒ 광주은행[프라임경제] 광주은행(은행장 송종욱)은 5·18기념재단에서 송종욱 광주은행장과 정동년 5·18기념재단 이사장 등이 참석한 가운데 5·18 공익통장 '넋이 예·적금'의 판매 수익금 2000만원을 기부하는 전달식을 가졌다고 밝혔다.'넋이 예·적금'은 5·18 광주민주화운동의 시대정신과 민주주의의 의미를 되새기고 5·18 광주민주화운동에 대한 관심을 유도해 나가고 있다는 호평을 얻으며 출시 2개월만에 5000좌를 돌파하는 기록을 세우는 등 높은 판매고를 올리고 있다.최근 '2022 넋이 예·적금'으로 리뉴얼 출시한 것을 포함해 첫 출시부터 지금까지 '넋이예금'은 6960좌, 1591억원, '넋이적금'은 9776좌, 266억원을 판매했으며, 이중 수익금의 일부인 2000만원을 지난해 ５월에 한차례 기부한바 있다.이후 지난해 5월부터 올해 4월까지 판매한 '넋이 예·적금' 판매 수익금의 일부인 2000만원을 지난해에 이어 2년 연속 기부한 것이다.송종욱 광주은행장은 ""우리지역의 역사적 순간을 기억하고, 그 의미를 함께 나눌 수 있는 '넋이 예·적금'에 많은 성원을 보내주신 지역민과 고객님에게 진심으로 감사드린다""며, ""광주·전남 대표은행으로서 항상 지역과의 상생발전을 위해 지역 현안에 공감하고, 지역민과 마음을 나눌 수 있는 일에 앞장서야 한다는 것이 광주은행의 신념이다""라고 말했다.더불어 ""'넋이 예·적금'과 같이 지역사회발전에 기여할 수 있는 금융상품 개발 및 서비스 제공에 힘쓰겠다""고 강조했다.'넋이 예·적금'은 가입고객에게 우대금리를 제공하고, 상품가입 시 구 전남도청, 현 광주은행 자리에 위치했던 시외버스 공용터미널, 국립 5·18 민주묘지, 5·18 민주광장, 전일빌딩 등 5·18 사적으로 지정된 곳이 표지 및 속지에 삽입된 통장으로 발급된다."
