405648,"키움증권, KOSPI200·삼성전자 기초자산 ELS 출시",백유진 기자,2018.02.07 11:29:29,"ⓒ 키움증권[프라임경제] 키움증권은 KOSPI200지수와 삼성전자 보통주를 기초자산으로 하는 세전 수익률 연 7%의 주가연계증권(ELS)을 출시한다고 7일 알렸다.키움 제757회 ELS는 만기 3년 상품으로 6개월 주기의 조기상환평가일에 두 기초자산의 평가가격이 모두 기준가격의 90%(6개월·12개월), 85%(18개월·24개월), 80%(30개월) 이상이면 자동 조기상환되고 세전 연 7%의 수익을 지급한다.만기 시 두 기초자산의 평가가격이 모두 기준가격의 80% 이상이면 세전 21%, 연 7%의 수익을 얻게 된다. 다만 투자기간 동안 기초자산 중 하나가 최초기준가격의 60% 미만으로 떨어진 적이 있다면 원금손실이 발생할 수 있다.청약 마감은 오는 9일 오후 1시다. 자세한 내용은 키움증권 자산관리 홈페이지나 키움금융센터로 문의 가능하다."
406218,[백세대란 천수해법] 투자자산 연금화로 노후자금 만드는 5가지 방법,이윤형 기자,2018.02.12 11:44:10,"[프라임경제] 우리나라 60대 이상 인구수가 급증하고 사적연금 자산 규모가 커지면서 노후자금 인출에 대한 관심도 높아지고 있습니다.통계청에 따르면 국내 60대 이상 인구수는 1980년 227만명에서 2018년 현재 1077만명으로 4.7배 증가했으며, 2040년에는 총 인구의 40.1%인 2094만명이 60대 이상이 될 전망됩니다.또 금융위원회와 금융감독원에 따르면 개인이 직접 인출하는 노후자금인 사적연금(퇴직연금, 연금저축, 연금보험)은 2008년 123조원에서 2016년 457조원으로 3.7배 늘어났습니다.이 같은 인구고령화와 사적연금 규모 확대로 인해 노후자금을 투자하면서 인출해야 할 필요성이 커졌는데요. 투자자산을 인출할 때에는 연금화 방법을 잘 결정해야 합니다. 어떤 방법을 선택하느냐에 따라 은퇴자의 현금흐름이 달라질 수 있기 때문이죠.60세 이상 인구 추계 및 사적연금 추이 표. ⓒ 미래에셋은퇴연구소투자자산을 인출할 때는 수익률, 인출률, 인출기간 등에 따라 인출액의 현금흐름이 달라지므로 개인에게 맞는 적절한 연금화 방법을 찾아야 하는데요.이와 관련 미래에셋은퇴연구소는 최근 국내외에서 논의되고 있는 △정액형 △물가연동형 △정기형 △수익수취형 △정률형 등 5가지 투자자산 연금화방법의 특징과 활용법을 제시했습니다.우선 정액형은 '일정한 금액'을 정기적으로 인출하는 방법입니다. 일정한 인출액을 확보할 수 있는 것이 장점이지만, 인플레이션에 따라 구매력이 하락할 수 있고 수익률이 낮아질 경우 자산이 조기고갈 될 수 있는데요. 이 방법은 정기적으로 일정한 금액을 간편하게 인출하려 할 때 적합하다.투자자산 연금화 전략 ⓒ 미래에셋은퇴연구소두 번째 물가연동형은 인출 첫 해에 '최초인출액'을 정하고, 이듬해부터 물가상승에 따라 인출액을 조정하는 방법입니다. 물가가 상승한 만큼 인출액이 증가해 구매력을 일정하게 유지할 수 있습니다.하지만, 물가상승만큼 인출액이 늘어나므로 수익이 이를 따라가지 못하면 자산 고갈시기가 빨라질 수도 있기 때문에 필수생활비 등 물가상승을 꼭 고려해야 하는 비용을 인출할 때 유용합니다.세 번째 정기형은 '인출기간'을 정하고 인출시점마다 투자자산 잔액을 남은 인출기간으로 나누어 인출하는 방법입니다. 정해진 기간에 맞춰 투자자산 전액을 인출할 수 있으며, 자산이 중도에 고갈되지 않는 장점이 있습니다. 1년간 투자수익률만큼 이듬해 인출액이 증가하기 때문이죠.한계점은 인출기간이 종료되고 나면 이후 자금 수요에 대응할 수 없다는 점인데요. 때문에 이 방법은 '퇴직 후~국민연금 수령 전' 소득 공백기를 채울 때 쓸 수 있습니다.네 번째 수익수취형은 매 인출 시점마다 직전 기간에 발생한 수익금만 인출하는 방법입니다. 큰 손실을 입지 않는 이상 장기간 초기투자자산 원본을 유지할 수 있습니다.하지만, 수익이 없거나 손실을 입으면 인출하지 않고, 수익이 커도 모두 인출하므로 인출액 흐름이 불안정하다는 단점이 있어 기본소득이 확보되어 있고 사망 후 배우자나 자녀에게 자산을 상속하려 할 때 적합합니다.다섯 번째 정률형은 '인출률(%)'을 정하고, 매 인출시점마다 남은 투자자산에서 해당 비율만큼을 인출하는 방법입니다. 최초인출액은 인출률이 높을수록 크지만, 이후 인출액은 인출률과 수익률의 관계에 따라 달라집니다.'인출률>수익률'이면 인출액이 감소하고 '인출률<수익률'이면 인출액이 증가하기 때문에 기대수익률과 인출률에 따라 다양한 인출액 흐름이 가능한 유연성이 특징입니다.정나라 미래에셋은퇴연구소 선임연구원은 ""은퇴자는 노후자금을 주식이나 펀드에 투자하면서 생활비를 인출할 때, 여러 연금화 방법의 특징을 이해하고 자신의 상황에 맞게 활용해야 한다""며 ""연금화 방법에 따라 은퇴자의 현금흐름이 달라질 수 있으므로, 자신의 지출 계획을 고려해 여러 연금화 방법을 조합해서 활용해야 한다""고 말했습니다."
413351,"이베스트투자증권, 로보스토어 제휴서비스 '증권알파고' 오픈",한예주 기자,2018.04.13 16:30:10,"[프라임경제] 이베스트투자증권(대표 홍원식)은 이날부터 자사 로보스토어의 새로운 제휴 서비스인 '증권알파고'와 '스마트봇'을 오픈, 이벤트를 진행한다고 13일 알렸다.증권알파고와 스마트봇은 각각 인공지능 차트 및 매수유망 패턴분석 시스템과 빅데이터를 기반으로 1만5000여개의 종목 분석을 통한 유망종목 및 매매신호를 제공하는 특징을 갖고 있다.이베스트투자증권은 자사 로보스토어의 새로운 제휴 서비스인 '증권알파고'와 '스마트봇'을 오픈했다. ⓒ 이베스트투자증권모바일 전용 서비스인 증권알파고는 이베스트모바일 앱에서 가입할 수 있으며 HTS 전용서비스인 스마트봇은 이베스트모바일 앱과 HTS(eBest pro)에서 가입 할 수 있다.이 회사는 신규 오픈을 기념해 내달 11일까지 증권알파고에 처음 가입하는 고객에게 1개월(31일)간 수수료 변동 없이 사용할 수 있는 이벤트를 진행 중이다.자세한 내용은 이베스트투자증권 홈페이지 및 고객만족센터를 통해 확인하면 된다."
346835,"동부증권, 3년 만기 ELS 2종 판매",추민선 기자,2016.08.29 14:37:13,"[프라임경제] 동부증권(대표이사 사장 고원종)은 29일부터 내달 2일까지 KOSPI200 레버리지 지수를 기초자산으로 하는 주가연계증권(ELS) 1종과 HSCEI 지수와 EUROSTOXX50 지수를 기초자산으로 하는 주가연계증권(ELS) 1종 등 2종의 상품을 판매한다고 밝혔다.KOSPI200 레버리지 지수를 기초자산으로 하는 '동부 해피플러스 주가연계증권(ELS) 제1754회'는 3년 만기 상품이다.4개월 주기의 조기상환평가일 및 만기평가일에 기초자산의 조기상환평가가격 및 만기평가가격이 최초기준가격의 △88%(4개월) △85%(8·12개월) △82%(16·20·24개월) △77%(28·32개월) 이상이면 원금과 연 5.40%의 수익이 지급된다.동부증권은 내달 2일까지 KOSPI200 레버리지 지수를 기초자산으로 하는 ELS 1종과 HSCEI 지수와 EUROSTOXX50 지수를 기초자산으로 하는ELS 1종 등 2종의 상품을 판매한다. ⓒ 동부증권만기평가일에 만기평가가격이 최초기준가격 대비 65% 이상인 경우 원금과 16.20% (연 5.40%)의 수익률이 지급된다. 다만, 만기평가가격이 최초기준가격의 65% 미만 시 하락률에 따라 원금 손실을 볼 수 있다.HSCEI 지수와 EUROSTOXX50 지수를 기초자산으로 하는 '동부 해피플러스 주가연계증권(ELS) 제1755회'는 3년 만기 상품이다.6개월 주기의 조기상환평가일 및 만기평가일에 두 기초자산의 조기상환평가가격 및 만기평가가격이 최초기준가격의 85%(6개월·12개월), 80%(18개월·24개월·30개월), 75%(36개월) 이상이면 원금과 연 6.40%의 수익이 지급된다.만기평가일에 두 기초자산의 만기 평가가격 중 어느 하나라도 각각의 최초기준가격의 75% 미만이고 만기평가일까지 (종가기준) 두 기초자산의 종가 중 어느 하나라도 각각의 최초기준가격의 60% 미만으로 하락한 적이 한 번도 없는 경우 19.20%(연 6.40%)의 수익률이 지급된다.단, 두 기초자산의 만기평가가격 중 어느 하나라도 각각의 최초기준가격의 75% 미만이고 만기평가일까지 두 기초자산의 종가 중 어느 하나라도 각각의 최초기준가격의 60% 미만으로 하락한 적이 한 번이라도 있는 경우 하락률이 큰 기초자산의 기준으로 하락률에 따라 원금 손실을 볼 수 있다."
543578,[백세금융] 농지소유자 '농지임대수탁사업'으로 고민 해결,이정훈 기자,2021.05.12 15:22:28,"[프라임경제] 최근 투자에 대한 국민들의 관심이 증폭되며, 부동산을 비롯한 증권, 가상화폐 등에 대한 열기가 매우 뜨겁습니다.특히 부동산의 경우 LH 투기사태까지 터지며 더욱 관심을 받고 있는데요. 백세시대를 살고 있는 작금에 현명한 자산관리, 투자에 대한 고민은 항시 필요한 것이 아닐 수 없습니다.얼마 전에는 문재인 대통령 소유의 농지를 두고 한바탕 논란이 일었습니다. 대통령이 농지 취득 시 제출한 농업경영계획서에 기재했던 자경 경력이 구설에 올랐죠.농지는 일반 토지와 달리 반드시 농업활동에만 활용돼야 합니다. 농지법에는 ""농지 소유자는 반드시 직접 농사를 지어야(자경) 한다""고 명문화돼 있죠. 이러한 연유로 농지 취득 자격을 두고 논란이 된 거죠.지방자치단체에서는 매년 농지이용실태조사를 실시해 질병·부상 등 정당한 사유 없이 소유농지를 농업경영에 이용하지 않는 사실이 확인될 경우 처분의무를 부과하고 있습니다. 1년 이내에 처분하지 않으면 매년 이행강제금을 부과하기도 합니다. 공시지가 급등한 현재 공시지가의 20%로 규정된 이행강제금 규모 또한 늘어난 상황이죠.농지가 농업 목적에 사용돼야 한다는 강제규정엔 동의하지만, 임대조차 불법이라 소유자 입장에선 난감할 수도 있습니다. △상속·증여 등으로 농지를 소유하고 있지만 자경은 힘든 사람 △고령·질병 등으로 영농을 은퇴하고 싶은 사람 등은 난처한 상황에 직면할 수 있습니다.사정상 자경할 수 없는데 농지를 소유하고 있다면, 처분 외엔 방법이 없을까요? 한국농어촌공사 '농지임대수탁사업' 제도가 이 같은 고민을 해결할 수 있는 키가 될 수 있습니다.농지소유자가 임대위탁을 신청하면 한국농어촌공사는 현지조사와 공고 등을 거쳐 임차인을 선정한다. 임차인이 선정되면 농지소유자와 농어촌공사 간에는 임대수위탁계약을, 농어촌공사와 임차인 간에는 임대차계약을 체결한다. ⓒ 농지은행농지임대수탁사업은 한국농어촌공사가 운영하는 농지은행이 수행하고 있습니다. 농지은행은 농지법 제 23조에 따라 영농 규모화·농지 이용 효율화 등의 목적 달성을 위해 지난 2005년 설립된 농지관리기구입니다. 농지소유자로부터 농지를 확보해 농지를 필요로 하는 농업인에게 임차할 수 있도록 중개하는 역할을 하고 있죠.농지은행은 임대인과 임차인의 연결고리가 돼 '농지임대수탁사업'을 수행합니다. 이를 통해 관행적으로 이뤄지던 농지임대차가 제도권에서 이뤄지게 됐고, 자연스럽게 임차농이 보호받을 수 있습니다. 음성화 돼 있던 불법 농지임대차 계약을 합법적인 임대차 계약으로 유도하는 데 큰 공헌을 했죠.농지임대수탁사업을 할 수 있는 신청 대상 농지는 △개인소유 농지 △1996년 1월1일 농지법 시행 이후 취득한 법인 소유 농지 △지목에 상관없이 실제 경작하고 있는 땅 등입니다. 농인법인이나 대규모 농장으로 운영되는 큰 땅을 비롯해 1000㎡ 이하 소규모 농지도 수탁 대상에 포함됩니다.단 △개발예정지·토지거래허가구역 내 영농기간 2년 미만 △주말체험농지 △공유지분 중 일부 지분권자의 동의를 얻지 못한 경우엔 신청할 수 없습니다.임대차 계약 시 가장 중요한 임차료와 계약기간은 어떻게 책정될까요? 농지 위탁기간은 최소 5년 이상이며, 임차료는 해당 지역 임차료 수준을 고려해 소유자와 경작자 협의에 의해 결정됩니다. 계약 후 임차료 중 5%는 농지은행에 중개(사업) 수수료로 지불합니다. 일각에선 5%가 과도하다고 얘기하기도 하지만 농지소유자 입장에선 실보다 득이 훨씬 크다고 볼 수 있습니다.본 사업을 통해 농지소유자가 누릴 수 있는 혜택은 △임차인을 쉽게 구하고 합리적 수준에서 손쉽게 계약할 수 있으며 △사업성 농지로 인정돼 자경을 하지 않더라도 강제이행금이 부과되지 않고 △8년 이상 위탁 시 자경한 것으로 인정돼 양도세 중과대상에서 제외된다는 점(일반세율 적용) 등이 있습니다.이 중 양도세 중과 면제는 정말 큰 혜택입니다. 특히 정부가 3.29 대책을 통해 비사업용 토지에 대한 양도세 중과세율을 10%에서 최대 20%까지 확대하면서, 그 혜택이 더욱 커진 것이죠.물론 농지를 '농업'이라는 본연의 목적이 아닌 투기 대상으로 삼아서는 안되겠지만, 그럼에도 자경 목적없이 농지를 취득하게 됐다면 '농지임대수탁사업'을 고려해 보는 것도 현명한 방법이라 할 수 있겠습니다."
557512,"[백세금융] '존버'는 성공할까?…손실회피성향 ""NO""",이정훈 기자,2021.12.10 16:27:45,"[프라임경제] '존버(끈질기게 버티기)'라는 용어가 한때 증권업계에서 유행어처럼 사용된 적이 있습니다. 일반적으로 투자자들 사이에서 마이너스 수익률이 언젠가 플러스로 돌아서 좋은날이 올 것이라는 뜻으로 풀이되며, 국내 증권업계 한 투자방식으로 치부되기도 했습니다.하지만 증권업계 전문가들은 올바른 투자방식으로 '존버'를 추천하지 않습니다. 수익률을 챙기는 투자방식으로 마이너스 수익률을 빨리 처분하고, 수익이 난 종목에 집중 포지션을 취하는 것이 장기적으로 더 나은 성과를 거두기 때문입니다.증권업계 전문가들은 마이너스 수익률인 종목을 과감하게 매도 후 플러스 종목에 집중하는 것이 장기적으로 더 나은 성과를 거둔다고 조언했다. ⓒ DC인사이드 주식갤러리예를 들어 당장 급전이 필요해 주식을 팔아야 하는 상황에 놓여 있습니다. 주식 계좌에는 초기 금액이 동일한 A, B, C, D 4개 종목이 있으며, 수익률은 각각 △A 50% △B 30% △C -10% △D -30%입니다. 여러분이라면 어떤 주식을 팔아 급전을 마련하시겠습니까?실제 미국에서 이러한 상황에 대해 조사를 실시한 바 있는데요. 조사에 따르면, 투자자들은 보통 플러스 수익률이 난 주식을 매도하고, 마이너스 종목을 오래 보유하는 경향이 있다고 합니다.하지만 장기적인 성과를 평가했을 경우 플러스 종목을 계속 보유하고, 손실이 난 종목을 매도하는 투자자들이 더 나은 수익률을 기록한 것이죠.그럼에도 보통의 투자자들은 왜 수익이 난 종목부터 매도할까요? 학계에서는 이러한 투자심리를 '손실회피성향'이라 말합니다. 사람에 따라 차이는 있지만, 행동재무학자들은 수익보다 손실에 대한 감정이 두 배 정도 더 민감하게 반응한다고 설명합니다.투자경험에서 손실은 사실상 불가피합니다. 세상에 그 어떤 투자자도 손실 경험을 하지 않을 수 없죠. 그래서 증권업계 전문가는 개인투자자들도 수익만 추구할 것이 아니라 손실을 어떻게 대처하고, 이를 어떻게 관리해야 하는지에 대한 자기 질문과 기준을 갖춰야 한다고 조언합니다.예시로 기관투자가들에게는 로스 컷(Loss Cut)이란 규정이 있습니다. 로스 컷은 펀드에 편입된 종목이 일정 퍼센트(%) 이하로 떨어지면 무조건 팔아야 하는 기준입니다.물론 일부 개인투자자들도 기관투자가들처럼 손절(주가 하락을 예상해 손해 보고 파는 것) 기준을 갖고 투자하는 경우가 있습니다. 여기서 중요한 것은 손절 여부가 아닌 손실을 어떻게 바라보고 다룰 것인지에 대한 문제라고 할 수 있습니다.정신과 의사이자 트레이더인 리처트 L. 피터슨은 ""스스로가 손실을 인정 못하는 경우 가장 위험한 투자행태로 빠질 수 있다""며 ""손실회피성향이 인간에게 자연스러운 감정이란 것을 받아들여야 한다""고 강조했죠.실제 일류 투자자들은 손실회피성향을 인정하고, 손실을 받아들인 후 제로베이스에서 주기적으로 포트폴리오를 다시 검토에 나선다고 합니다.이상건 미래에셋투자 연금센터장은 ""주기적으로 제로베이스에서 검토하는 것은 손실회피성향 영향력을 축소하는 방법 중 하나가 될 것""이라 조언하기도 했습니다.또한 고수익 투자자들은 전체 포트폴리오 관점에서 손실과 수익을 모두 바라본다고 합니다. 행동경제학 창시자 다니엘 커너먼은 이를 '글로벌 관점'이라 칭했는데요. 개별 종목 수익률을 따로 말고, 전체 포트폴리오 수익률에 초점을 맞추라는 것입니다.쉽게 말해 카너먼의 조언은 개별계좌를 통합계좌로 바꾸라는 것입니다. 이런 식으로 실행해보면, 포트폴리오 성과에 기여도가 높은 종목과 그렇지 못한 종목으로 구분해 볼 수 있습니다. 포트폴리오를 변경할 때도 단순히 수익률 기준이 아닌 성과에 대한 기여도를 판단 기준으로 적용할 수 있다고 합니다.궁극적으로 손실회피성향을 극복하기 위해선 어떤 접근방식이 필요할까요? 리처드 L. 피터슨은 '투자자의 뇌'에서 몇 가지 방법을 제시했는데, 시사하는 바가 적지 않습니다.첫 번째는 보유한 투자 종목을 재평가 시 승리한(플러스) 종목이 아닌 패배한(마이너스) 종목의 매도를 먼저 고려하기입니다. 다음으로는 패배한 종목을 계속 보유하기 위해 합리화나 변명을 둘러대고 있는지 본인에게 되물으라고 조언했습니다. 즉 자신을 기만하지 말고, 객관적인 자세로 투자에 임하라는 의미입니다.마지막으로는 인간은 천성적으로 최근에 손해를 보거나 과거 거액의 손실을 보고 나면 손실회피편향에 빠지기 쉽다고 말했습니다. 과거에 경험한 손해와 상실감으로 인해 본인 스스로를 사로잡히게 만들고, 투자에 대한 판단을 깊은 수렁에 빠트려놓는다는 것입니다.물론 존버가 승리할 수도 있습니다. 다만 전제조건은 종목에 대한 확신이 필요합니다. 전문가들은 수익률이 마이너스라도 종목의 미래가치를 믿는다면, 더 싸게 살 기회로 삼으라고 입을 모으죠. 이러한 확신이 없다면 우물쭈물 망설이기보다 과감하게 마이너스 종목을 매도 후 투자수익을 키워 나갈 필요성이 보입니다."
314133,"우리카드, 주유·교통·자동차 특화 '타고 싶은 카드' 출시",이지숙 기자,2015.08.20 18:26:36,"[프라임경제] 우리카드는 주유·교통·자동차에 특화된 '타고 싶은 카드'를 출시했다고 20일 밝혔다.이 카드의 가장 큰 특징은 주유부터 교통, 자동차에 관한 보험, 정비 등 모든 서비스를 한 장에 담았다는 것이다. 기존 유사 상품들의 경우 주유 특화 또는 대중교통 특화 등 상품별로 혜택이 분리돼 있었다.우선 주유는 특정 제휴사의 주유소를 찾아다닐 필요없이 전국 모든 주유소에서 동일한 할인 혜택을 받을 수 있다. 전월실적이 30만원 이상인 경우 리터당 60원이 할인되며 70만원 이상일 때 주간에는 리터당 80원, 야간(0시~6시)에는 리터당 100원의 할인을 받을 수 있다. 여기에 연간 바우처로 SK모바일 주유권 3만원권이 매년 제공된다.우리카드 '타고 싶은 카드' 이미지 © 우리카드대중교통에서는 버스·지하철·택시·고속버스·KTX 등 주요 교통수단 이용 때 10% 할인혜택이 주어지는데 전월실적에 따라 월 최대 5만원까지 할인받을 수 있다. 이외 자동차 특화 서비스로 스피드메이트에서 엔진오일 무료 교환, 차량정비 2만원 할인을 받을 수 있다.또한 자동차 정기·종합검사비 50% 할인, 타이어교체 및 자동차보험료 5~10% 할인, SK렌터카 40~70% 할인, 도심 주차장 주말 1일 무료주차 등 자동차에 관한 다양한 혜택이 담겼다.이 밖에도 주요 공항 라운지 및 발레파킹 무료이용, 전국 지정 골프장 온라인 실시간 부킹, 그린피 예약 결제 할인 등 다양한 프리미엄 서비스와 대형할인점 및 스포츠·아웃도어 업종 청구할인부터 영화관, 놀이공원, 패밀리레스토랑, 커피 등 생활 밀착형 서비스까지 푸짐한 혜택을 누릴 수 있도록 구성했다.우리카드는 타고 싶은 카드 출시를 기념해 오는 10월30일까지 다양한 이벤트를 진행한다. 10만원 이상 이용한 고객을 대상으로 추첨을 통해 50명에게 주유상품권 5만원권을 증정, 또 5만원 이상 실적이 있는 모든 고객에게 2~3개월 무이자할부 제공, 스피드메이트 차량정비에 3만원 이상 사용한 고객에게는 와이퍼 또는 엔진세정제를 무료로 증정한다.우리카드 관계자는 ""주유, 교통, 자동차뿐만 아니라 프리미엄 혜택까지 모두를 한 장의 카드로 이용할 수 있도록 고객편의성을 극대화한 올인원카드로서 주유나 교통비 지출이 많은 고객에게 꼭 필요한 카드가 될 것""이라고 말했다.이 카드의 연회비는 5만원이며 보다 자세한 내용은 우리카드 홈페이지에서 확인할 수 있다."
412195,"신한금융투자, 코스닥 벤처펀드 간편 가입 서비스 실시",한예주 기자,2018.04.04 11:15:59,"[프라임경제] 신한금융투자(대표이사 김형진)가 코스닥 벤처펀드 출시를 앞두고 간편 가입 서비스를 시작한다고 4일 밝혔다.ⓒ 신한금융투자신한금융투자의 간편 송금 서비스인 '토스(Toss)' 앱에서 CMA 계좌를 비대면으로 개설 한 후 간편 인증을 통하면 코스닥 벤처펀드에 가입할 수 있다.코스닥 벤처펀드는 성장성이 높은 코스닥 상장기업과 벤처기업에 집중 투자하는 펀드로 △코스닥 IPO 공모주 투자 △비상장 벤처기업 전환사채 △신주인수권부 사채 등에 주로 투자하는 펀드다. 코스닥 벤처펀드에 투자할 경우 최대 300만원(투자금액의 10%)까지 소득공제 혜택이 주어진다.현주미 신한금융투자 디지털사업본부 본부장은 ""토스 앱을 이용해 코스닥벤처펀드에 가입하고자 하는 투자자를 위해 어려운 금융용어를 최대한 배제했다""며 ""본 시스템이 편리한 자산관리를 하는 데 도움이 될 것""이라고 설명했다."
285935,한국투자증권 '꼼꼼히 따져보는 해외채권투자' 발간,이수영 기자,2014.08.11 09:32:53,"[프라임경제] 한국금융지주(071050) 자회사 한국투자증권(사장 유상호)은 재테크와 은퇴자산 설계에 활용할 수 있는 투자생활백서 2탄을 11일 발간했다. 이번에 발간한 백서는 '꼼꼼히 따져보는 해외채권 투자'로 지난 6월에 이은 두 번째 시리즈다.ⓒ 한국투자증권이와 관련 이 증권사 문성필 상품마케팅본부장은 ""은퇴설계를 준비하는 고객들이 다소 어렵게 느낄 수 있는 해외채권 투자법과 유의점, 투자포인트를 쉽게 정리했다""며 ""많은 고객들이 유용하게 활용하기를 바란다""고 말했다.한편 백서와 관련한 자세한 내용은 한국투자증권 은퇴컨설팅 홈페이지 또는 고객센터로 문의하면 된다."
313840,"삼성카드, 업계 최초 '시럽 앱카드' 결제 출시",이지숙 기자,2015.08.17 12:33:44,"[프라임경제] 삼성카드는 SK플래닛과 제휴를 맺고 카드업계 최초로 모바일 전자지갑 '시럽(Syrup)'에서 앱카드 결제를 제공한다고 17일 밝혔다. 시럽은 1200만명 이상이 사용하고 있는 국내 최대 모바일 전자지갑이다.이번 시럽 앱카드 결제는 전자지갑에 앱카드 결제를 연계해 제공함으로써 온·오프라인 상에서의 앱카드 결제 환경을 획기적으로 개선하기 위한 것이다.시럽 앱카드 화면 이미지. © 삼성카드지금까지는 전자지갑과 모바일 결제 서비스를 한번에 이용하기 위해서는 각각의 어플리케이션을 별도로 구동해야 하는 불편함이 있었으나 삼성카드 회원들은 시럽을 이용할 때 멤버십, 쿠폰 혜택과 함께 앱카드 결제를 한번에 편리하게 이용할 수 있게 됐다.시럽 내 카드등록 화면에서 한 번만 카드 정보를 등록해두면 시럽 앱카드 결제를 이용할 수 있으며 이후 온라인 가맹점에서 신용카드 번호나 유효기간 등 추가로 입력할 필요없이 가입시 등록해둔 비밀번호 입력만으로 쉽고 편리하게 결제를 할 수 있다.오프라인 가맹점에서는 앱카드 바코드 인식을 통해 결제가 가능하다.앱카드 결제는 시럽 5.3 버전 이상에서 이용 가능하며, 이하 버전 이용자는 최신 버전으로 업데이트 후 사용할 수 있다.삼성카드 관계자는 ""지금까지 오프라인 매장에서 모바일 결제와 전자지갑 서비스를 동시에 이용하기 위해서는 여러 개의 어플리케이션을 구동시켜야 하는 불편함이 있었다""며 ""카드업계 최초로 전자지갑 시럽 내에서 앱카드 결제를 지원함으로써 멤버십, 쿠폰 서비스에 앱카드 결제까지 원스톱 결제 서비스를 이용할 수 있게 됐다""고 말했다."
