543845,"[카드] 증산4구역, 2·4대책 '유망주'로 부상",박성현 기자,2021.05.14 10:41:51,[프라임경제] 국토부가 제7차 위클리 주택공급 브리핑을 통해 증산4구역이 지구 지정 요건을 충족했다고 발표하면서 증산4구역이 유망주로 떠오르고 있는 상황이다.
533541,건설 공제조합 58년 만에 전면 개편…효율성·공정성 제고,김화평 기자,2021.02.10 10:26:27,"[프라임경제] 건설 관련 3개 공제조합의 운영방식이 58년 만에 전면 개편된다.국토교통부는 9일 건설산업혁신위원회를 개최하고 건설·전문건설·기계설비 등 3개 공제조합의 경영혁신과 운영위원회 개편방안을 확정했다고 10일 밝혔다.공제조합은 1960년대 건설보증금을 발주처에 현금 예치하는 등 금융기능이 미비한 상황에서 건설사업자들의 의무 출자로 설립됐으며, 조합원이 부담하는 보증수수료 등으로 운영되고 있다.건설산업기본법령에 따라 공제조합 출자는 건설업 등록 및 보증가입을 위한 전제조건이며, 건설사업자가 건설공사를 수행하기 위해서는 계약이행·하자보수보증 가입이 의무화돼 있다. 이에 따라 3개 공제조합은 △총 출자금 12조원 △보증규모 146조원 △연매출 9000억원에 이르는 대형 금융기관으로 성장했다.공제조합은 법정 보증상품 판매 위주로 상대적으로 영업이 용이한 구조지만 이에 비해 임직원들이 받는 금전적 혜택은 지나치게 높다는 비판이 제기돼 왔다. 이에 국토부와 공제조합, 건설 관련 협회는 TF를 구성해 △지점개편안 △임직원 비용감축 △투자효율화 등 공제조합의 자율적인 경영혁신방안을 마련했다.우선 3개 공제조합은 경영비효율 및 경쟁력 저하 우려가 있다는 지적을 받아온 소형 지점들을 축소하기로 했다.건설공제는 현재 39개 지점을 연말까지 34개로 줄이고, 내년 6월까지는 7본부 3지점으로 대폭 축소한다. 전문공제는 32개 지점을 내년 2월까지 28개, 2025년 2월까지 20개로 축소한다. 현재 6개 지점을 운영 중인 기계공제는 올 6월 1개 지점을 우선 축소하고 2023년 2월까지 3개로 줄인다.임직원들의 과도한 업무추진비와 성과급, 복리후생비 등은 감축된다. 업추비는 매출액에 연동하도록 해 내년은 매출의 0.3%, 2025년까지는 0.25% 수준으로 축소하고, 공공기관 수준의 관리를 위해 사용지침 등을 마련한다.성과급은 노사협의를 거쳐 여유자금 목표수익률이나 리스크 관리 등 전제조건을 달성했을 때 지급한다. 지급 수준은 수익성과 목표 초과 수익률 등에 연동한다. 건설공제의 지난해 성과급을 변경된 기준으로 산정할 경우 총 35억8000만원에서 17억4000만원으로 절반 정도가 감소할 것으로 예상되며, 전문공제는 20% 이상 줄어들 것으로 전망된다.복리후생비는 노사 간 협의를 거쳐 중복항목은 통합하고, 피복비 등 시의성이 떨어진 항목은 폐지해 2025년까지 20%가량 감축한다. 임원퇴직금은 월급여의 배수를 기존 1.5~3배에서 1배로 축소한다.조합의 출자금 투자 효율화도 추진된다. 조합원 출자금으로 형성된 대규모 여유자금이 평균 4조원에 달하지만 수익률은 2~4%대로 다른 연기금 대비 지나치게 낮다는 문제가 있었다. 이에 2025년까지 목표수익률을 5%로 설정하고, 올해는 조합별 상황에 따라 '최소 국고채(3년)+2.0%' 수준을 달성하도록 했다. 이를 위해 건설공제는 수익형 자산 투자비중을 작년 2%에서 올해 25%, 2024년 50%까지 단계적으로 상향할 계획이다.공제조합의 투명하고 공정한 의사결정을 위해 운영위원회도 개편한다. 조합원 운영위원이 객관적인 절차로 선출될 수 있도록 직접·무기명 투표 방식 도입을 의무화한다. 조합원이기도 한 협회장만 당연직 운영위원을 유지하면 다수·소수출자자, 비회원사, 지역대표 등과 형평성 논란을 고려해 협회장의 당연직 규정을 삭제한다.집행을 맡고 있는 이사장도 당연직 운영위원에서 제외된다. 운영위원회의 전문성 제고를 위해 운영위원장과 부위원장 중 1명은 전문가로 선임한다. 임기는 3년(연임제한 없음)에서 2년으로 단축하고 연임을 1회로 제한한다.국토부는 이 같은 공제조합 경영혁신방안을 건산법 시행령 개정을 거쳐 오는 4월 시행할 계획이다.권혁진 국토부 건설정책국장은 ""공제조합은 우리 건설산업을 튼튼하게 받쳐주는 버팀목 역할을 담당해 온 만큼, 이번 개혁은 건설산업의 미래 100년을 위한 반석이 될 것으로 기대한다""면서 ""개편방안의 이행과정을 면밀히 모니터링 하면서 차질 없이 완성될 수 있도록 챙겨나갈 계획""이라고 말했다."
588902,[마담P의 오경제] '빌라왕 또 죽었다' 전세사기 피할 대항력의 비밀,이수영 기자,2022.12.27 11:10:45,"[프라임경제] 속칭 '인천 빌라왕' 김모씨에 이어 빌라, 오피스텔 수십채를 세놓은 20대 집주인이 또 숨졌습니다.최근 주택도시보증공사(HUG) 등에 따르면 인천 미추홀구 등지에서 갭투자를 일삼던 송모(27)씨가 지난 12일 사망했습니다. 송씨가 세놓은 집 중 HUG 전세보증금 반환보증보험에 가입된 집은 50여채, HUG가 감당해야 할 보증금 규모는 100억원 상당으로 전해졌습니다.가히 '괴담급'의 전세보증금 사기를 벌인 집주인이 죽음을 맞은 것은 수도권에서 알려진 것만 세 명째. 피해를 본 세입자들 상당수는 계약 당일까지 깨끗한 등기부등본을 확인했고 보증보험 가입 약속도 받았음에도 당했습니다.알려진 패턴은 이렇습니다. 계약서를 쓴 직후 그날 집주인이 다른 사람으로 바뀌었는데, 새 집주인이 전세보증금보다 많은 주택담보대출을 새로 일으켜 선순위 근저당을 설정하는 수법입니다. 세입자가 전입신고 같은 대항력을 갖추기 전에 작정하고 돈을 빼돌리는 거죠.세입자가 보증금을 돌려받기 위한 대항력을 갖추려면 확정일자를 받고 전입신고를 마쳐야 합니다. 문제는 그 효력이 다음날부터 생긴다는 건데요. 반면 소유권 이전이나 은행 대출 같은 등기내용 변경은 당일 즉시 효력을 발휘합니다.이렇게 되면 대출로 인한 근저당권이 보증금보다 선순위로 올라서게 되는데 나중에 집이 경매로 넘어가거나 하면 세입자보다 은행이 먼저 보호받는 셈입니다. 현행 임대차보호법의 맹점이고 사기꾼들의 노림수인데 법이 바뀌지 않는 이상 언제든 벌어질 수 있는 일입니다.억울한 세입자들을 구제할 법이 만들어지기 전까지 대항력을 갖출 방법을 찾아봤습니다."
607243,고분양가 시대 '종착점' 주택 공급 부족 사태?,전훈식 기자,2023.07.18 11:49:14,"서울 중심으로 고분양가 분위기가 형성되고 있지만, 정작 건설사들이 공사비 인상 등 여파로 신규 수주에 소극적 태도를 보이고 있어 향항 주택 공급 부족현상이 우려되고 있다. Ⓒ 프라임경제[프라임경제] 서울 중심으로 분양 시장 조짐이 심상치 않다. 규제 완화와 공사비 상승 여파로 서울 민간아파트 평균 분양 가격이 4개월 연속 상승세를 유지하면서 수요자들에게 또 다시 혼란을 야기하고 있다.주택도시보증공사(이하 HUG) '민간아파트 분양가격 동향'에 따르면 서울지역 최근 1년간 ㎡당 평균 분양가격(공급면적 기준, 이하 ㎡당 평균 분양가격)은 6월말 기준 전년대비 13.16% 상승한 967만5000원에 달했다.또 부동산R114 자료에 따르면 전국 민간분양 아파트 6억원 이하 물량 비중(72%)이 고점(90.5%)을 찍은 고분양가 규제 시행(2021년) 이후 2년 만에 18%p 감소했다. 수요가 많은 전용면적 85㎡이하 분양가의 경우 불과 1년에 두 자릿수 이상 상승률을 기록하기도 했다.분양 시장 변화 요인으로 '공사비 상승'을 꼽고 있다.건설업계 관계자는 ""곳곳에서 정비사업 조합 등 사업주체와 시공사간에 공사비 갈등이 이어지는 것도 기존 분양가로는 사업성이 나오지 않기 때문""이라며 ""물가 상승률과 금융 비용을 감안, 향후에도 분양가 상승은 불가피할 것""이라고 진단했다.특히 최근 정비 사업 등에 있어 건설사들의 움직임도 사업성 문제를 이유로 대체로 소극적이라는 평가다. 실제 서울시가 시공사 선정 시기를 앞당기는 방식으로 주택 공급 활성화를 추진하고 있지만, 정작 건설사들은 입찰에 서두르지 않는 눈치다.서울시에 따르면 현재 조합설립인가를 마친 재개발 사업장은 총 114곳이다. 최근 조례 개정에 따라 시공사 선정을 앞둔 재개발 현장이 기존 사업장(48곳)보다 2배 이상 늘어났다.하지만 정작 상반기 '10대 건설사' 도시정비수주액(리모델링 포함 8조1624억원)은 지난해와 비교해 59.3% 감소했다. 미분양 향한 우려와 원자재 가격 상승으로 마진률이 줄어들자 신규 수주에 대한 관심이 급감한 것이다.이런 상황과 관련해 시장에서 우려하는 부분은 2~3년 이후 불거질 주택 공급 부족 사태다. 지난해부터 시작된 시장 침체 장기화를 우려한 건설사들이 공급 물량을 크게 줄인 이후 별 다른 행보를 보이지 않고 있기 때문이다.여기에 최근 건설업계 시선은 '미분양' 가능성이 내포된 정비 사업이 아닌, 도급액이 한층 늘어난 해외 시장으로 향하고 있다.해외건설통합정보서비스 수주통계(17일 기준)에 따르면, 상반기 해외 수주 총액(172억달러, 한화 21조8956억원)은 전년(한화 15조2760억원)대비 43.33% 증가했다.업계 관계자는 ""국내 주택 시장이 악화된 상황에서 무리하게 국내 정비 사업을 수주할 필요성이 줄어들었다""라며 ""특히 사우디아라비아 네옴시티나 우크라 재건사업 등 대규모 해외 사업에 집중하고 있어 당분간 정비사업 수주 기피 현상은 이어질 것""이라고 전했다.업계 우려와 달리 '악성 미분양'으로 분류되는 준공 후 미분양을 제외한 전국 미분양 주택은 점차 감소세를 이어가고 있다. 특히 서울의 경우 수요 대비 입주 물량이 부족하고 인허가 물량이 감소하는 등 공급이 여의치 않은 상황이 이어지고 있다.과연 공급 부족이 예견되는 주택 시장 흐름이 어떤 모습을 보일지 업계 이목이 집중되고 있다."
548441,"'과천청사 철회'에 여의도마저 반발 ""닭장임대 졸속 추진""",선우영 기자,2021.07.09 19:08:11,"여의도 부지 공공임대주택 건설에 반대하는 '여의도 주민 협의회'가 현수막을 내걸었다. ⓒ 프라임경제[프라임경제]정부 지난해 8월 발표한 '서울권역 등 수도권 주택공급 확대방안'이 좀처럼 갈피를 잡지 못하고 있는 가운데 이를 바라보는 여의도 분위기가 심상치 않다. 그동안 과천·노원 지역 반발로 세간의 주목을 받자 여의도 주민들 역시 분노에 찬 목소리를 쏟아내고 있는 것이다. 이에 따라 최근 공공임대주택 건설에 반대하는 여의도 주민 단체인 '여의도 주민 협의회(이하 여주협)'가 출범, 임대주택 반대 활동을 이어가고 있다.정부는 지난해 8월4일 '서울권역 등 수도권 주택공급 확대방안'을 발표한 바 있다. 대표적으로는 과천청사 일대를 활용한 4000가구와 여의도를 포함한 한국토지주택공사(이하 LH)·서울주택도시공사 미매각 부지 4500가구다.이중 과천청사부지 개발계획은 과천시민과 과천시 거센 반발로 지난 6월 전면 철회되자 다른 예정지 주민 반발이 극에 달하고 있으며, 여의도 역시 이와 크게 다르지 않는 모습이다.사실 여의도 성모병원 인근 영등포구 여의동 61-2 부지는 LH 소유로 당초 학교 용지였지만, 교육청이 더 이상 학교가 필요하지 않다는 판단하에 40년간 공터로 남아있었다.""그동안 많은 세금을 납부하고 있음에도 불구, 다른 지역구에 비해 상대적으로 수영장·실내 체육관·도서관 등 기초 기반 시설 및 지역 커뮤니티 시설 혜택을 받지 못했다. 이런 상황에서 영등포구 국회의원이 '여의도 커뮤니티 시설 건립'을 공약으로 내세우면서 금융 특구에 걸맞은 시설이 들어설 것으로 기대했다.""하지만 정부 '일자리 연계형 공공임대주택 건립' 계획은 이런 기대를 순식간에 저버렸다는 게 주민들 반응이다. 나아가 주민 의견수렴도 없이 졸속으로 진행되는 등 사업 추진에 있어 문제가 적지 않았다는 지적이다.실제 2021년 4월 기준 LH 공공주택 사업계획에 따르면, 일자리 연계형 주택 일환으로 △창업지원주택 전용 44㎡ 220호 △지역전략산업지원주택 전용 26㎡ 80호 총 300호로 계획되어 있는 것으로 알려졌다.여주협 관계자는 ""지난 8.4일 부동산 대책에 여의도가 포함된 것을 언론을 통해 인지할 정도로 주민들도 모르는 사업을 추진하는 건 명백한 기만행위""라며 ""LH 측에 주민 의견 수렴을 요청했지만, 그들은 대의기관인 관할(영등포) 구청과 협의한 만큼 법적 의무가 없다는 답변만으로 일관했다""라고 비난했다.그는 이어 ""해당 부지 가치는 최소 3000억원 이상""이라며 ""즉 땅값만 가구당 10억원에 달하는 7~13평짜리 임대주택 300호가 건립되는 것""이라고 첨언했다.영등포구 여의동 61-2에 위치한 공공임대주택 건축 예정 부지. ⓒ 프라임경제일각에서는 현재 여의도 주민들 반응과 관련해 '지역 이기주의'라는 비판을 제기하고 있다. 즉 임대주택 건립으로 나타날 수 있는 부동산 가치 하락을 우려하고 있다는 분석이다.여주협 관계자는 이와 관련해 ""임대주택 건설 반대가 아닌, 부지 본래 목적에 맞게 활용되길 바라는 것""이라며 ""선거 공약 당시 주민만을 위한 시설을 짓겠다고 말한 정치인에 대한 배신감과 분노의 움직임""이라고 피력했다.이번 여의도 주민들 반발에 있어 또 다른 쟁점으로는 '재건축' 사업이다.사실 땅값이 비싼 여의도 부지에서 양질의 주택공급을 위해서는 임대가 아닌 재건축이 훨씬 효율적이라는 게 업계 분석이다. 그럼에도 불구, 집값 상승 요인이라는 이유로 재건축은 정책으로 틀어막고 공공임대를 건설한다는 건 이해할 수 없다는 것이다.여주협에 따르면 현재 '여의도 LH 부지 공공주택사업 반대 제1차 청원서'에 많은 단지가 참여해 총 5065명의 성명을 얻어낸 상태. 향후 범위를 넓혀 보다 많은 주민의 의견이 반영된 2차 청원서를 진행, 반드시 해당 계획 철회를 이끌어낸다는 방침이다.이처럼 정부 8.4 부동산 대책은 큰 호응을 얻지 못한 채 미궁 속에 빠지고 있다. 과연 주민과 극심한 마찰을 빚고 있는 여의도 공공주택 계획이 어떤 방향으로 이어질지, 나아가 여의도 재건축 문제를 해결할 수 있을지 관련 업계가 주목하고 있다."
236031,공익사업으로 얻은 개발이익 토지보상 못 받는다,최영식 기자,2012.04.12 10:49:20,"[프라임경제] 앞으로 택지개발 등 공익사업으로 인한 지가변동률이 일정기준 이상 발생하는 경우 토지보상 대상에서 제외된다.국토해양부(장관 권도엽)는 이 같은 내용을 담은 ‘공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 시행령 및 시행규칙’ 개정안을 입법예고한다고 11일 밝혔다.공익사업 시행으로 지가가 상승해 발생하는 개발이익은 토지소유자의 노력이나 투자와 관계없이 발생한 것으로 토지보상법에서 개발이익의 배제원칙을 규정하고 있다. 하지만 그 동안은 법규성이 없는 ‘토지보상평가지침(감정평가협회 제정·운영)’으로 정해 운용해 왔다.이번 개정안을 통해 기준을 현실성 있게 조정하고 토지보상법 시행령에서 직접 규정했다. 공익사업으로 인해 지가변동률이 일정기준 이상인 경우 공익사업의 영향을 받지 않은 지가변동률을 적용하는 것이다.적용대상은 △사업규모 20만㎡ 이상이고 △사업인정시(사업지구 지정·결정)부터 가격시점(보상계약체결)까지 지가변동률이 3% 이상 상승·하락한 경우 △해당 시·군·구의 지가변동률이 시·도의 지가변동률보다 30% 이상 높거나 낮은 경우 등이 해당된다.또, 공익사업의 계획 등을 고시·공고해 사업지구 내 공시지가변동률이 시·군·구의 공시지가변동률보다 일정기준 이상인 경우 고시·공고일 당시의 표준지공시지가로 소급하여 평가한다.이 경우 △사업규모가 20만㎡ 이상이고 △공고·고시일부터 사업인정일까지 표준지공시지가 변동률이 3% 이상 차이나는 경우 △해당 사업지구 내의 표준지공시지가 변동률이 시·군·구의 표준지공시지가 변동률보다 30%이상 높거나 낮은 경우 등이다.이번에 입법예고한 토지보상법 시행령·시행규칙 개정안은 일반 국민 의견 수렴 후 규제심사 및 법제처 심사 등을 거쳐 7월경 시행될 예정이다."
291111,"김재천 HF신임사장 ""지속성장 기관으로 거듭날 것""",박지영 기자,2014.10.29 15:40:11,"[프라임경제] 김재천 한국주택금융공사 신임사장이 29일 서울 세종대로 주택금융공사 본사에서 취임식 후 공식업무를 시작했다.김 사장은 이날 취임사를 통해 ""국가와 국민의 기대에 부응하는 기관으로 지속 성장 발전하는 기관이 되겠다""며 ""새로운 10년을 준비하기 위한 초석을 다진다는 마음가짐으로 전 직원이 단결해 제2 도약기를 만들자""고 강조했다.김재천 사장이 29일 서울 세종대로 주택금융공사 본사에서 취임사를 하고 있다. ⓒ 한국주택금융공사이와 함께 김 사장은 재임 중 중점 추진과제로 △주요사업 기능과 방향정비 △조직문화 정비 △전문성과 혁신의식 함양 세 가지를 꼽았다.한편 경북고와 서울대학교 경제학과 졸업한 뒤 미국 하와이대에서 경제학 박사학위를 받은 김 사장은 지난 1977년 한국은행에 입행해 △금융시장국장 △조사국장 △부총재보를 역임한 뒤 지난 2012년 주택금융공사로 둥지를 옮겨 올 1월부터 사장직무대행을 맡아왔다."
197070,전국 미분양 10개월 연속 ‘감소’,김관식 기자,2011.05.03 14:53:43,"[프라임경제] 전국 미분양 주택이 10개월 연속 감소세를 보이고 있다.3일 국토해양부는 지난 3월말 기준 전국 미분양 주택은 7만7572가구로, 전월(8만588가구) 대비 3016가구 감소했다고 밝혔다.수도권은 파주, 광명 등 경기지역에서 신규 미분양 1287가구가 발생했지만 기존 미분양 물량이 줄어들면서 전월(2만7417가구) 대비 328가구 감소한 2만7089가구를 기록햇다.지방은 분양가 인하 등 업체 자구노력과 일부 전세수요의 매매전환 등으로 전월(5만3171가구) 대비 2688가구 감소한 5만483가구로 나타났다. 특히 대구는 지난 3월 미분양 주택이 1만1325가구로 전월(1만1929가구)대비 604가구(-5.1%)가 감소했다.지방은 미분양 최고점을 찍은 지난 2008년 12월(13만9000가구)대비 약 64% 줄어들면서 24개월 연속 감소세를 보였다.준공후 미분양도 감소했다. 전월(4만2874가구) 대비 984가구(수도권 △23가구, 지방 △961가구) 감소한 4만1890가구(수도권 9305가구, 지방 3만2585가구)로, 전체 미분양의 54% 수준으로 나타났다.한편, 전용 85㎡ 초과 중대형은 4만8771가구(수도권 1만8799가구, 지방 2만9972가구)로 전월(5만0672가구)대비 1901가구 감소했다. 하지만 전체 미분양의 63%를 차지하고 있는 것으로 나타났다."
199206,도시형생활주택 30가구까지 건설 쉬워진다,김관식 기자,2011.05.23 08:33:07,"[프라임경제] 부동산 개발업 등록의무 면제 기준이 확대됨에 따라 도시형생활주택 건설이 활성화될 것으로 보인다.국토해양부는 도시형생활주택 30가구 미만 건설시 부동산개발업 등록을 면제하는 내용을 골자로 하는 ‘부동산개발업의 관리 및 육성에 관한 법률 시행령’ 개정안을 마련, 5월24일 입법예고한다고 23일 밝혔다.이번 개정안의 주요내용은 도시형생활주택의 부동산개발업 등록의무 면제대상을 현행 20가구 미만 건설시에서 30가구 미만 건설시까지 확대한다. 개정안이 시행시되면 규제완화를 통한 주택공급여건 개선 및 도시형 생활주택 건설의 활성화가 기대된다.현행법 시행령상 ‘주택법’ 제9조에 따라 등록하지 않은 주택건설사업 또는 대지조성사업의 시행자로서, 단독주택 20호·공동주택 20가구 미만의 주택건설사업 시행시 부동산개발업 등록의무를 면제하고 있다.이번 개정내용은 관보 및 국토해양부 홈페이지(http://www.mltm.go.kr) ‘정보마당-법령정보-입법예고’란에서 확인 할 수 있다."
196309,‘분당 승리’ 민주당…부동산 공약 지켜질까?,서영준 기자,2011.04.28 12:41:43,"[프라임경제] 분당은 한 때 ‘천당 아래 분당’이란 찬사를 받으며 강남 3구에 버금가는 아파트 가격을 자랑했다. 하지만 2008년 금융위기, 장기간 지속되고 있는 부동산 경기 침체 속에 아파트가격은 꾸준히 하향 곡선을 그리고 있다.민주당 손학규 대표.부동산정보업체 부동산써브에 따르면 분당지역의 3.3㎡당 매매가는 2008년 1월 1869만원대였지만 현재는 1631만원 정도로 약 238만원(14.59%) 가량 하락한 것으로 나타났다.이런 가운데 4·27 재보선 결과 분당을 지역에서 민주당 손학규 후보가 승리하면서 향후 분당지역 부동산 정책에 관심이 쏠리고 있다.◆리모델링사업 추진…짧은 의원 임기 걸림돌민주당 손학규 대표는 이번 재보선 공약으로 현재 리모델링을 추진 중인 단지의 주민 분담금을 경감시켜 궁극적으로 리모델링 사업을 촉진시킨다는 계획을 세웠다. 당 차원의 지원도 잇따라 현재 국회 국토해양위원회에는 리모델링 관련내용이 포함된 ‘주택법개정안’이 상정된 상태다.상정된 내용은 △증축범위를 국민주택규모 이하의 소형 평형에 한해 현행 전용면적 30% 이내에서 50%이내로 확대 △리모델링으로 증가한 가구의 3분의 1은 일반분양 가능 △일반분양의 30% 이내는 임대주택 공급을 의무화 하도록 한다.개정안이 통과된다면 가구수가 증가하는 만큼 일반분양 수입은 늘어나고, 조합의 수익성이 좋아지기 때문에 조합원들의 분담금은 줄어들게 되는 것이다.한편, 부동산업계에 따르면 현재 분당에는 총 149개 단지 9만3072가구 아파트 가운데 134개 단지 8만6442가구가 리모델링 대상에 포함된다. 그중 현재 리모델링을 추진 중인 곳은 △정자동 한솔마을 주공5단지 △구미동 까치건영 △분당동 샛별동성 △서현동 시범삼성ㆍ한신, △이매동 이매금강 △야탑동 장미현대ㆍ매화공무원 등 8개 단지 8530가구에 이른다.하지만 지역현안 해결을 위한 리모델링 사업 추진 앞날은 그리 밝은 편이 아니다. 이번 재보선을 통해 당선된 손학규 대표의 임기가 1년 밖에 되지 않기 때문이다. 부동산써브 함영진 실장은 “이번 선거에서 손학규 후보와 강재섭 후보 모두 분당지역 현안 해결을 위해 리모델링사업 추진 관련 공약을 들고 나왔다”면서 “임기가 짧은 만큼 리모델링 사업을 추진하는 데 한계가 있을 것”이라고 말했다.◆신분당선 미금역 신설…지자체 의견 엇갈려지난해 실시된 2010 주거공간 소비자 조사에 따르면 주택 구입 시 가장 크게 고려되는 사항은 교통 출퇴근의 편리성인 것으로 나타났다. 그만큼 교통이 아파트 거래 및 매매가격에 미치는 영향이 크다는 증거다.이에 민주당 손학규 대표도 분당을 지역에 출마하면서 신분당선 미금역 신설을 약속했다. 상대측인 한나라당 강재섭 후보 역시도 마찬가지였다. 하지만 신분당선 미금역 신설에는 넘어야할 산이 많을 것으로 보인다.손학규 대표는 선거기간 지금의 신분당선 연장 구간(정자역∼수원 광교신도시)에 미금역 신설을 약속했지만, 이를 두고 성남시와 수원시의 의견이 엇갈린 상황이다.성남시는 미금역 주변에 약 4980여 가구가 인접해 있어 주민편의나 경제성을 고려한다면 미금역이 신설돼야 한다는 입장이다. 성남시는 또 역사 건설에 필요한 비용 900억원도 민자유치 등을 통해 조달하겠다는 방침이다.반면, 수원시의 입장은 다르다. 전체 사업비 1조 5000억원 중 33%에 이르는 4519억원을 광교신도시 입주 예정자들이 부담하기 때문에 당초 계획대로 추진해야 한다는 것이다. 더불어 미금역이 신설되면 중간에 새로운 역사가 들어서 운행 시간이 늘고, 속도가 떨어진다는 입장이다.이런 논란에 대해 국토해양부 관계자는 “아무리 (손학규 대표가) 영향력 있는 의원이라도, 자신의 공약을 지키기 위해 지역구 편만 들 수 없을 것”이라며 “우선적으로 두 지자체 간 합의가 이뤄진 후 사업성, 경제성, 비용 등을 검토할 계획”이라고 말했다."
439091,"서울시, 덕수궁돌담길 전체 구간 전면 개방",장귀용 기자,2018.12.07 10:52:41,"[프라임경제] 도심 속 걷기 좋은 명소로 손꼽히는 덕수궁돌담길 전체(1㎞)를 막힘없이 걸을 수 있게 됐다. 그간 영국대사관 정‧후문에 막혀 돌아가야 했던 덕수궁돌담길이 전면 개방된 것이다.서울시는 이번 덕수궁돌담길 개방이 단절됐던 덕수궁돌담길을 시민 품으로 되돌려주기 위해 2014년부터 영국대사관과 협의를 시작한 이래 4년여 걸쳐 영국대사관·문화재청과 함께 협력해 이뤄낸 결실이라고 전했다.서울시는 지난해 8월 '덕수궁돌담길' 미개방 구간 일부(대사관 직원 숙소 앞~영국대사관 후문, 100m)를 개방한 데 이어, 미완으로 남아있던 나머지 70m 구간(영국대사관 후문~정문)도 1년 3개월 만에 개방을 하게 됐다. 이 길은 7일부터 정식 개방한다.새롭게 개방되는 70m구간은 작년 일부 개방 후 서울시와 문화재청이 협업을 통해 연결방안을 모색했는데 올해 1월17일 공동추진을 위한 MOU를 체결하고 4월 문화재심의를 통과하면서 12월 초 공사를 완료할 수 있었다.덕수궁돔담길 야경. @ 프라임경제이번 개방을 앞두고 서울시·문화재청·중구청은 상호 긴밀한 협조 속에서 보행길 조성 공사를 진행했다. 시는 영국대사관 정문부터 세종대로까지 기존 돌담길에 문양을 넣어 다시 포장하고, 담장과 어울리는 볼라드를 설치해 보행공간을 확보했다. 이어 돌담을 따라 은은한 경관조명도 중구청과 함께 설치했다.문화재청에서는 덕수궁 담장 안쪽으로 주변과 어울리고 편안하게 걸을 수 있도록 경사로는 보행데크로, 평평한 곳은 흙포장으로 하고, 덕수궁 방문객과의 동선을 분리하기 위해 목재 난간을 설치했다.한편, 문화재청(덕수궁관리소)에서 관리하게 되는 덕수궁 담장 안쪽 보행로는 야간 덕수궁 건물들의 안전 등을 고려하여 덕수궁 관람시간인 오전 9시부터 저녁 6시까지 개방하고, 매주 월요일은 덕수궁 휴무로 개방하지 않는다.문화재청은 개방이후 수시로 모니터링을 실시하고 이와 연계하여 관리인원 배치와 운영시간 등도 검토할 계획이라고 밝혔다."
